#, Max. MW, RT [min], Area, Max. m/z
180, 622.9010, 1.24, 31931.80, 622.8880
181, 136.0525, 1.24, 367188.31, 135.0452
182, 410.0195, 1.24, 296455.81, 409.0122
183, 328.0434, 1.24, 227726.39, 327.0361
184, 754.3251, 1.24, 66836.82, 753.3178
185, 904.3193, 1.25, 186659.14, 903.3121
186, 654.1442, 1.25, 75379.98, 653.1369
187, 342.0950, 1.25, 93330.89, 341.0877
188, 564.0789, 1.26, 25423.17, 563.0717
189, 638.2782, 1.26, 56612.20, 637.2710
190, 686.1298, 1.27, 55349.21, 685.1225
191, 257.9836, 1.28, 179801.02, 256.9763
192, 207.0531, 1.29, 541861.56, 206.0458
193, 147.0320, 1.29, 96944.79, 146.0247
194, 346.1267, 1.30, 45253.11, 345.1194
195, 603.0891, 1.30, 31648.97, 602.0818
196, 291.0415, 1.31, 156011.23, 290.0342
197, 479.2387, 1.32, 21405.00, 478.2314
198, 462.1379, 1.32, 51339.91, 461.1306
199, 158.0579, 1.35, 103463.73, 157.0506
200, 492.1437, 1.35, 79005.94, 163.0400
201, 220.0584, 1.36, 2587187.25, 219.0511
202, 896.3993, 1.36, 17690.27, 895.3921
203, 488.1533, 1.37, 27728.55, 487.1460
204, 174.0164, 1.37, 326738.25, 173.0092
205, 584.3536, 1.37, 131867.98, 583.3463
206, 558.3743, 1.37, 52511.45, 557.3670
207, 228.1110, 1.38, 54846.28, 227.1037
208, 485.1106, 1.39, 83543.87, 484.1033
209, 182.0578, 1.39, 402270.44, 181.0506
210, 503.2422, 1.40, 20539.36, 502.2349
211, 331.0961, 1.40, 25294.77, 331.0843
212, 194.0614, 1.42, 149014.70, 193.0542
213, 576.2422, 1.42, 176448.53, 575.2349
214, 320.1048, 1.42, 68266.71, 319.0975
215, 616.1794, 1.43, 35454.81, 615.1721
216, 331.1747, 1.43, 46184.36, 330.1675
217, 301.1165, 1.43, 148217.63, 300.1093
218, 888.3979, 1.44, 206408.67, 887.3906
219, 542.1720, 1.44, 73566.51, 541.1648
220, 444.2002, 1.44, 2533878.75, 443.1929
221, 562.2267, 1.44, 47805.49, 561.2194
222, 798.1460, 1.44, 17961.66, 797.1387
223, 347.1698, 1.46, 35362.81, 346.1625
224, 414.1744, 1.46, 130060.80, 413.1671
225, 415.1117, 1.46, 31850.47, 414.1044
226, 358.2585, 1.47, 35768.70, 357.2512
227, 174.0529, 1.49, 243532.13, 173.0456
228, 367.1383, 1.49, 84239.79, 366.1311
229, 466.1119, 1.49, 25400.45, 465.1046
230, 359.2064, 1.50, 24426.87, 358.1991
231, 458.1796, 1.52, 47521.44, 457.1724
232, 328.1163, 1.52, 60837.99, 327.1090
233, 162.0893, 1.52, 332128.31, 161.0820
234, 866.2042, 1.54, 199081.42, 865.1969
235, 686.1307, 1.55, 72378.16, 685.1234
236, 145.0529, 1.55, 111030.30, 144.0456
237, 189.0427, 1.55, 148964.72, 188.0354
238, 202.0479, 1.55, 62053.13, 201.0406
239, 233.0902, 1.56, 101326.56, 232.0830
240, 370.0365, 1.56, 54160.04, 369.0293
241, 301.2004, 1.58, 28301.48, 300.1932
242, 286.1055, 1.60, 127737.16, 285.0982
243, 616.1793, 1.62, 54822.30, 615.1721
244, 621.1633, 1.63, 23183.15, 620.1560
245, 138.0318, 1.63, 65054.02, 137.0245
246, 300.0849, 1.63, 321864.22, 299.0776
247, 366.1434, 1.63, 45867.39, 365.1361
248, 428.2639, 1.66, 221881.77, 427.2567
249, 590.1635, 1.66, 34961.63, 589.1562
250, 866.2034, 1.67, 109352.31, 865.1962
251, 466.1115, 1.68, 96890.77, 465.1042
252, 718.3411, 1.68, 41511.68, 717.3338
253, 424.1374, 1.68, 64485.21, 423.1301
254, 326.0561, 1.68, 105109.77, 325.0488
255, 380.1110, 1.68, 97358.55, 379.1038
256, 408.1061, 1.68, 74166.22, 407.0989
257, 580.1582, 1.68, 154310.89, 579.1510
258, 510.1774, 1.68, 332046.41, 509.1702
